date,weekday,day,month,household,consumption,consumption_type
2012-08-24,4.0,24.0,8.0,04,3162412.417129279,Fridge
2012-08-25,5.0,25.0,8.0,04,3134383.2408892196,Fridge
2012-08-26,6.0,26.0,8.0,04,2841341.1822395627,Fridge
2012-08-27,0.0,27.0,8.0,04,2751666.8748796294,Fridge
2012-08-28,1.0,28.0,8.0,04,2828234.568619551,Fridge
2012-08-29,2.0,29.0,8.0,04,2910469.2358395252,Fridge
2012-08-30,3.0,30.0,8.0,04,2907039.01234952,Fridge
2012-08-31,4.0,31.0,8.0,04,2115855.205820285,Fridge
2012-09-01,5.0,1.0,9.0,04,2189026.9555300907,Fridge
2012-09-02,6.0,2.0,9.0,04,2113913.3200800973,Fridge
2012-09-03,0.0,3.0,9.0,04,2356760.2066900213,Fridge
2012-09-04,1.0,4.0,9.0,04,2363456.55092998,Fridge
2012-09-05,2.0,5.0,9.0,04,741796.3901199923,Fridge
2012-09-11,1.0,11.0,9.0,04,1497572.3335300654,Fridge
2012-09-12,2.0,12.0,9.0,04,2829225.4295996465,Fridge
2012-09-13,3.0,13.0,9.0,04,2348565.182510094,Fridge
2012-09-14,4.0,14.0,9.0,04,870680.7399999998,Fridge
2012-09-15,5.0,15.0,9.0,04,581575.2218599949,Fridge
2012-09-16,6.0,16.0,9.0,04,2282002.5727101876,Fridge
2012-09-17,0.0,17.0,9.0,04,2428327.3075000616,Fridge
2012-09-18,1.0,18.0,9.0,04,2426504.4738400015,Fridge
2012-09-19,2.0,19.0,9.0,04,2552760.0496099708,Fridge
2012-09-20,3.0,20.0,9.0,04,2242861.623729983,Fridge
2012-09-21,4.0,21.0,9.0,04,2170324.6704201237,Fridge
2012-09-22,5.0,22.0,9.0,04,2271167.7505001463,Fridge
2012-09-23,6.0,23.0,9.0,04,2361593.477999974,Fridge
2012-09-24,0.0,24.0,9.0,04,2368593.027239987,Fridge
2012-09-25,1.0,25.0,9.0,04,2320493.6020300025,Fridge
2012-09-26,2.0,26.0,9.0,04,2251439.788590049,Fridge
2012-09-27,3.0,27.0,9.0,04,2267932.9338900433,Fridge
2012-09-28,4.0,28.0,9.0,04,2268313.604920083,Fridge
2012-09-29,5.0,29.0,9.0,04,2341565.1602001,Fridge
2012-09-30,6.0,30.0,9.0,04,2104842.804430242,Fridge
2012-10-01,0.0,1.0,10.0,04,2365963.973769994,Fridge
2012-10-02,1.0,2.0,10.0,04,2036950.03550019,Fridge
2012-10-03,2.0,3.0,10.0,04,2121982.6448601787,Fridge
2012-10-04,3.0,4.0,10.0,04,2146271.5768101923,Fridge
2012-10-05,4.0,5.0,10.0,04,2255437.301780062,Fridge
2012-10-06,5.0,6.0,10.0,04,2111331.5774302245,Fridge
2012-10-07,6.0,7.0,10.0,04,2442304.9202999366,Fridge
2012-10-08,0.0,8.0,10.0,04,2345599.7916900106,Fridge
2012-10-09,1.0,9.0,10.0,04,2313935.250490045,Fridge
2012-10-10,2.0,10.0,10.0,04,2418838.3341699536,Fridge
2012-10-11,3.0,11.0,10.0,04,2323916.318049977,Fridge
2012-10-12,4.0,12.0,10.0,04,2229291.9047600976,Fridge
2012-10-13,5.0,13.0,10.0,04,2117964.032160155,Fridge
2012-10-14,6.0,14.0,10.0,04,2110254.0528101604,Fridge
2012-10-15,0.0,15.0,10.0,04,2270937.326530058,Fridge
2012-10-16,1.0,16.0,10.0,04,2082452.1588501988,Fridge
2012-10-17,2.0,17.0,10.0,04,2286611.3020701003,Fridge
2012-10-18,3.0,18.0,10.0,04,2353652.4027200104,Fridge
2012-10-19,4.0,19.0,10.0,04,2269652.408200033,Fridge
2012-10-20,5.0,20.0,10.0,04,2392264.958210066,Fridge
2012-10-21,6.0,21.0,10.0,04,2274554.917650055,Fridge
2012-10-22,0.0,22.0,10.0,04,2412055.7689199056,Fridge
2012-10-23,1.0,23.0,10.0,04,2441804.4428598816,Fridge
2012-10-24,2.0,24.0,10.0,04,2267231.7634700434,Fridge
2012-10-25,3.0,25.0,10.0,04,699845.7003099964,Fridge
2012-11-07,2.0,7.0,11.0,04,604002.4249599758,Fridge
2012-11-08,3.0,8.0,11.0,04,2233135.879070072,Fridge
2012-11-09,4.0,9.0,11.0,04,2192719.7578101214,Fridge
2012-11-10,5.0,10.0,11.0,04,2268270.8215900003,Fridge
2012-11-11,6.0,11.0,11.0,04,2210234.3155801576,Fridge
2012-11-12,0.0,12.0,11.0,04,2270919.550999998,Fridge
2012-11-13,1.0,13.0,11.0,04,2253734.219390135,Fridge
2012-11-14,2.0,14.0,11.0,04,2326066.9959001085,Fridge
2012-11-15,3.0,15.0,11.0,04,2169654.677060186,Fridge
2012-11-16,4.0,16.0,11.0,04,2156194.1732001705,Fridge
2012-11-17,5.0,17.0,11.0,04,2209452.325870194,Fridge
2012-11-18,6.0,18.0,11.0,04,2013680.5158302481,Fridge
2012-11-19,0.0,19.0,11.0,04,2261074.2125501307,Fridge
2012-11-20,1.0,20.0,11.0,04,2248363.6007901276,Fridge
2012-11-21,2.0,21.0,11.0,04,2344773.024070057,Fridge
2012-11-22,3.0,22.0,11.0,04,2165923.853290069,Fridge
2012-11-23,4.0,23.0,11.0,04,2060503.9348601822,Fridge
2012-11-24,5.0,24.0,11.0,04,2033430.0441602108,Fridge
2012-11-25,6.0,25.0,11.0,04,2331192.5253300043,Fridge
2012-11-26,0.0,26.0,11.0,04,2291441.9414600637,Fridge
2012-11-27,1.0,27.0,11.0,04,2293526.2323500356,Fridge
2012-11-28,2.0,28.0,11.0,04,2523139.726039933,Fridge
2012-11-29,3.0,29.0,11.0,04,2102114.0716501833,Fridge
2012-11-30,4.0,30.0,11.0,04,2017524.6540601107,Fridge
2012-12-01,5.0,1.0,12.0,04,2172600.4642901015,Fridge
2012-12-02,6.0,2.0,12.0,04,1965092.2185702305,Fridge
2012-12-03,0.0,3.0,12.0,04,2086299.2045702229,Fridge
2012-12-04,1.0,4.0,12.0,04,2177205.8265402047,Fridge
2012-12-05,2.0,5.0,12.0,04,2187910.221330109,Fridge
2012-12-06,3.0,6.0,12.0,04,2220766.101730119,Fridge
2012-12-07,4.0,7.0,12.0,04,2191635.888890145,Fridge
2012-12-08,5.0,8.0,12.0,04,2037300.3343901827,Fridge
2012-12-09,6.0,9.0,12.0,04,2102936.251680283,Fridge
2012-12-10,0.0,10.0,12.0,04,2140449.2298202384,Fridge
2012-12-11,1.0,11.0,12.0,04,2227165.6979001397,Fridge
2012-12-12,2.0,12.0,12.0,04,2151591.899920127,Fridge
2012-12-13,3.0,13.0,12.0,04,1671472.786500087,Fridge
2012-12-14,4.0,14.0,12.0,04,2054185.867540171,Fridge
2012-12-15,5.0,15.0,12.0,04,2091036.6235502113,Fridge
2012-12-16,6.0,16.0,12.0,04,2236458.713830084,Fridge
2012-12-17,0.0,17.0,12.0,04,2334442.4032699536,Fridge
2012-12-18,1.0,18.0,12.0,04,2190518.2521901038,Fridge
2012-12-19,2.0,19.0,12.0,04,2317185.0835300074,Fridge
2012-12-20,3.0,20.0,12.0,04,2154910.667920028,Fridge
2012-12-21,4.0,21.0,12.0,04,1966876.016890032,Fridge
2012-12-22,5.0,22.0,12.0,04,2021752.1755502052,Fridge
2012-12-23,6.0,23.0,12.0,04,2077486.2441901949,Fridge
2012-12-24,0.0,24.0,12.0,04,2309945.6390201007,Fridge
2012-12-25,1.0,25.0,12.0,04,2151658.09737036,Fridge
2012-12-26,2.0,26.0,12.0,04,2212550.6359703117,Fridge
2012-12-27,3.0,27.0,12.0,04,2021316.017800355,Fridge
2012-12-28,4.0,28.0,12.0,04,2029045.7662202204,Fridge
2012-12-29,5.0,29.0,12.0,04,2019227.6609904459,Fridge
2012-12-30,6.0,30.0,12.0,04,2158239.463450201,Fridge
2012-12-31,0.0,31.0,12.0,04,2130863.333460432,Fridge
2013-01-01,1.0,1.0,1.0,04,2128463.4072903604,Fridge
2013-01-02,2.0,2.0,1.0,04,2079379.1808302416,Fridge
2013-01-03,3.0,3.0,1.0,04,2080262.4162702665,Fridge
2013-01-04,4.0,4.0,1.0,04,1978338.2286501266,Fridge
2013-01-05,5.0,5.0,1.0,04,2003876.881040349,Fridge
2013-01-06,6.0,6.0,1.0,04,1967722.758700348,Fridge
2013-01-07,0.0,7.0,1.0,04,2130463.0881102355,Fridge
2013-01-08,1.0,8.0,1.0,04,1999590.839730367,Fridge
2013-01-09,2.0,9.0,1.0,04,2056465.6689302602,Fridge
2013-01-10,3.0,10.0,1.0,04,2008916.099530222,Fridge
2013-01-11,4.0,11.0,1.0,04,1928950.2172001826,Fridge
2013-01-12,5.0,12.0,1.0,04,1871903.4756903483,Fridge
2013-01-13,6.0,13.0,1.0,04,2003670.559850346,Fridge
2013-01-14,0.0,14.0,1.0,04,2094675.4651503335,Fridge
2013-01-15,1.0,15.0,1.0,04,1983259.0688902175,Fridge
2013-01-16,2.0,16.0,1.0,04,1882857.3013800571,Fridge
2013-01-17,3.0,17.0,1.0,04,1918338.9535402465,Fridge
2013-01-18,4.0,18.0,1.0,04,1856765.1080003523,Fridge
2013-01-19,5.0,19.0,1.0,04,1934154.0226202488,Fridge
2013-01-20,6.0,20.0,1.0,04,1883831.0755901956,Fridge
2013-01-21,0.0,21.0,1.0,04,1887504.4575902186,Fridge
2013-01-22,1.0,22.0,1.0,04,1853186.809310386,Fridge
2013-01-23,2.0,23.0,1.0,04,1368714.8797501256,Fridge
2012-06-27,2.0,27.0,6.0,04,688315.6611995952,Kitchen appliances
2012-06-28,3.0,28.0,6.0,04,1695785.8305402,Kitchen appliances
2012-06-29,4.0,29.0,6.0,04,846472.3874796259,Kitchen appliances
2012-06-30,5.0,30.0,6.0,04,778129.3880796226,Kitchen appliances
2012-07-01,6.0,1.0,7.0,04,700619.8406996145,Kitchen appliances
2012-07-02,0.0,2.0,7.0,04,800911.6307995829,Kitchen appliances
2012-07-03,1.0,3.0,7.0,04,1906166.0626007672,Kitchen appliances
2012-07-04,2.0,4.0,7.0,04,684002.3697795905,Kitchen appliances
2012-07-05,3.0,5.0,7.0,04,358085.532439593,Kitchen appliances
2012-07-06,4.0,6.0,7.0,04,766635.979799586,Kitchen appliances
2012-07-07,5.0,7.0,7.0,04,482580.61821962986,Kitchen appliances
2012-07-08,6.0,8.0,7.0,04,797283.5211397286,Kitchen appliances
2012-07-09,0.0,9.0,7.0,04,550820.7982199102,Kitchen appliances
2012-07-10,1.0,10.0,7.0,04,792546.3194195908,Kitchen appliances
2012-07-11,2.0,11.0,7.0,04,1097531.8386401676,Kitchen appliances
2012-07-12,3.0,12.0,7.0,04,709929.7659395981,Kitchen appliances
2012-07-13,4.0,13.0,7.0,04,1350757.6124199876,Kitchen appliances
2012-07-14,5.0,14.0,7.0,04,446953.67279963114,Kitchen appliances
2012-07-15,6.0,15.0,7.0,04,44305.66907998763,Kitchen appliances
2012-07-16,0.0,16.0,7.0,04,47035.935839983635,Kitchen appliances
2012-07-17,1.0,17.0,7.0,04,46475.159399984455,Kitchen appliances
2012-07-18,2.0,18.0,7.0,04,47356.379519983166,Kitchen appliances
2012-07-19,3.0,19.0,7.0,04,46992.6326399837,Kitchen appliances
2012-07-20,4.0,20.0,7.0,04,47068.41323998359,Kitchen appliances
2012-07-21,5.0,21.0,7.0,04,45953.177879985225,Kitchen appliances
2012-07-22,6.0,22.0,7.0,04,324008.911479916,Kitchen appliances
2012-07-23,0.0,23.0,7.0,04,826015.0472396446,Kitchen appliances
2012-07-24,1.0,24.0,7.0,04,373633.3314796288,Kitchen appliances
2012-07-25,2.0,25.0,7.0,04,48750.742559981125,Kitchen appliances
2012-07-26,3.0,26.0,7.0,04,48819.96835998102,Kitchen appliances
2012-07-27,4.0,27.0,7.0,04,49196.70619998047,Kitchen appliances
2012-07-28,5.0,28.0,7.0,04,334972.21025989676,Kitchen appliances
2012-07-29,6.0,29.0,7.0,04,260378.7586400087,Kitchen appliances
2012-07-30,0.0,30.0,7.0,04,830774.0125596175,Kitchen appliances
2012-07-31,1.0,31.0,7.0,04,1560411.5870402185,Kitchen appliances
2012-08-01,2.0,1.0,8.0,04,343395.70457965054,Kitchen appliances
2012-08-02,3.0,2.0,8.0,04,731666.0565396387,Kitchen appliances
2012-08-03,4.0,3.0,8.0,04,1792075.5242802424,Kitchen appliances
2012-08-04,5.0,4.0,8.0,04,287209.9315599185,Kitchen appliances
2012-08-05,6.0,5.0,8.0,04,12127.061160000045,Kitchen appliances
2012-08-06,0.0,6.0,8.0,04,514696.3221799673,Kitchen appliances
2012-08-07,1.0,7.0,8.0,04,381360.1165599664,Kitchen appliances
2012-08-08,2.0,8.0,8.0,04,193705.11806000507,Kitchen appliances
2012-08-09,3.0,9.0,8.0,04,645319.9712599067,Kitchen appliances
2012-08-10,4.0,10.0,8.0,04,860417.1999999039,Kitchen appliances
2012-08-11,5.0,11.0,8.0,04,323932.43723990367,Kitchen appliances
2012-08-12,6.0,12.0,8.0,04,725205.4123398977,Kitchen appliances
2012-08-13,0.0,13.0,8.0,04,776700.9227398772,Kitchen appliances
2012-08-14,1.0,14.0,8.0,04,2021551.2946801374,Kitchen appliances
2012-08-15,2.0,15.0,8.0,04,717822.8274798449,Kitchen appliances
2012-08-16,3.0,16.0,8.0,04,834560.5659799024,Kitchen appliances
2012-08-17,4.0,17.0,8.0,04,1061710.3682600341,Kitchen appliances
2012-08-18,5.0,18.0,8.0,04,517261.3617999015,Kitchen appliances
2012-08-19,6.0,19.0,8.0,04,579068.046099895,Kitchen appliances
2012-08-20,0.0,20.0,8.0,04,1018090.8658998498,Kitchen appliances
2012-08-21,1.0,21.0,8.0,04,1891277.6827009553,Kitchen appliances
2012-08-22,2.0,22.0,8.0,04,349054.7543595611,Kitchen appliances
2012-08-23,3.0,23.0,8.0,04,342626.5740995634,Kitchen appliances
2012-08-24,4.0,24.0,8.0,04,391440.28053956095,Kitchen appliances
2012-08-25,5.0,25.0,8.0,04,931919.5096195918,Kitchen appliances
2012-08-26,6.0,26.0,8.0,04,839899.2462995548,Kitchen appliances
2012-08-27,0.0,27.0,8.0,04,1456859.265240091,Kitchen appliances
2012-08-28,1.0,28.0,8.0,04,1877786.0339803214,Kitchen appliances
2012-08-29,2.0,29.0,8.0,04,697480.9657995922,Kitchen appliances
2012-08-30,3.0,30.0,8.0,04,950569.897199559,Kitchen appliances
2012-08-31,4.0,31.0,8.0,04,47055.422279983606,Kitchen appliances
2012-09-01,5.0,1.0,9.0,04,520795.895999712,Kitchen appliances
2012-09-02,6.0,2.0,9.0,04,318999.4921198688,Kitchen appliances
2012-09-03,0.0,3.0,9.0,04,774350.1809795843,Kitchen appliances
2012-09-04,1.0,4.0,9.0,04,1159197.612160218,Kitchen appliances
2012-09-05,2.0,5.0,9.0,04,328165.8060399726,Kitchen appliances
2012-09-11,1.0,11.0,9.0,04,386335.9743998877,Kitchen appliances
2012-09-12,2.0,12.0,9.0,04,735369.2333396144,Kitchen appliances
2012-09-13,3.0,13.0,9.0,04,664199.5504996143,Kitchen appliances
2012-09-14,4.0,14.0,9.0,04,307791.84737994615,Kitchen appliances
2012-09-15,5.0,15.0,9.0,04,304488.79265987367,Kitchen appliances
2012-09-16,6.0,16.0,9.0,04,823132.6210396381,Kitchen appliances
2012-09-17,0.0,17.0,9.0,04,634353.9889996158,Kitchen appliances
2012-09-18,1.0,18.0,9.0,04,824815.1144996195,Kitchen appliances
2012-09-19,2.0,19.0,9.0,04,641830.8354196138,Kitchen appliances
2012-09-20,3.0,20.0,9.0,04,1032392.9438396335,Kitchen appliances
2012-09-21,4.0,21.0,9.0,04,1165786.9729401374,Kitchen appliances
2012-09-22,5.0,22.0,9.0,04,1071359.76850026,Kitchen appliances
2012-09-23,6.0,23.0,9.0,04,822602.38489964,Kitchen appliances
2012-09-24,0.0,24.0,9.0,04,835575.5061995469,Kitchen appliances
2012-09-25,1.0,25.0,9.0,04,851854.3036795721,Kitchen appliances
2012-09-26,2.0,26.0,9.0,04,2109377.669119207,Kitchen appliances
2012-09-27,3.0,27.0,9.0,04,729866.5076596153,Kitchen appliances
2012-09-28,4.0,28.0,9.0,04,952263.1598996165,Kitchen appliances
2012-09-29,5.0,29.0,9.0,04,696242.7763396446,Kitchen appliances
2012-09-30,6.0,30.0,9.0,04,1388168.9997402085,Kitchen appliances
2012-10-01,0.0,1.0,10.0,04,400390.6408996531,Kitchen appliances
2012-10-02,1.0,2.0,10.0,04,44706.223679987044,Kitchen appliances
2012-10-03,2.0,3.0,10.0,04,44946.43779998669,Kitchen appliances
2012-10-04,3.0,4.0,10.0,04,464402.2236598968,Kitchen appliances
2012-10-05,4.0,5.0,10.0,04,1153932.195780185,Kitchen appliances
2012-10-06,5.0,6.0,10.0,04,673798.4768796565,Kitchen appliances
2012-10-07,6.0,7.0,10.0,04,1066352.5842401858,Kitchen appliances
2012-10-08,0.0,8.0,10.0,04,1878682.8628598573,Kitchen appliances
2012-10-09,1.0,9.0,10.0,04,1238053.7987202364,Kitchen appliances
2012-10-10,2.0,10.0,10.0,04,653547.9367396329,Kitchen appliances
2012-10-11,3.0,11.0,10.0,04,618309.7722598034,Kitchen appliances
2012-10-12,4.0,12.0,10.0,04,679866.2035599125,Kitchen appliances
2012-10-13,5.0,13.0,10.0,04,476309.0455799178,Kitchen appliances
2012-10-14,6.0,14.0,10.0,04,336401.6900599722,Kitchen appliances
2012-10-15,0.0,15.0,10.0,04,506353.81575990457,Kitchen appliances
2012-10-16,1.0,16.0,10.0,04,593538.6405599099,Kitchen appliances
2012-10-17,2.0,17.0,10.0,04,968402.4527199069,Kitchen appliances
2012-10-18,3.0,18.0,10.0,04,618315.4902599156,Kitchen appliances
2012-10-19,4.0,19.0,10.0,04,1588918.687240157,Kitchen appliances
2012-10-20,5.0,20.0,10.0,04,799550.4889399094,Kitchen appliances
2012-10-21,6.0,21.0,10.0,04,464129.3795399161,Kitchen appliances
2012-10-22,0.0,22.0,10.0,04,840118.592779891,Kitchen appliances
2012-10-23,1.0,23.0,10.0,04,762034.9666399165,Kitchen appliances
2012-10-24,2.0,24.0,10.0,04,688282.4780999066,Kitchen appliances
2012-10-25,3.0,25.0,10.0,04,307277.5135399958,Kitchen appliances
2012-11-07,2.0,7.0,11.0,04,361094.57759987615,Kitchen appliances
2012-11-08,3.0,8.0,11.0,04,959861.5315795941,Kitchen appliances
2012-11-09,4.0,9.0,11.0,04,969824.852119591,Kitchen appliances
2012-11-10,5.0,10.0,11.0,04,539061.2088996603,Kitchen appliances
2012-11-11,6.0,11.0,11.0,04,2060330.1461400003,Kitchen appliances
2012-11-12,0.0,12.0,11.0,04,692876.1135196283,Kitchen appliances
2012-11-13,1.0,13.0,11.0,04,641229.2592596209,Kitchen appliances
2012-11-14,2.0,14.0,11.0,04,1167851.183160234,Kitchen appliances
2012-11-15,3.0,15.0,11.0,04,678532.6704996146,Kitchen appliances
2012-11-16,4.0,16.0,11.0,04,1065435.2830602103,Kitchen appliances
2012-11-17,5.0,17.0,11.0,04,703186.6739596442,Kitchen appliances
2012-11-18,6.0,18.0,11.0,04,484873.5245996638,Kitchen appliances
2012-11-19,0.0,19.0,11.0,04,2102019.5766004296,Kitchen appliances
2012-11-20,1.0,20.0,11.0,04,778025.4009196045,Kitchen appliances
2012-11-21,2.0,21.0,11.0,04,822970.0872995786,Kitchen appliances
2012-11-22,3.0,22.0,11.0,04,1470799.2545807075,Kitchen appliances
2012-11-23,4.0,23.0,11.0,04,1552464.5330601037,Kitchen appliances
2012-11-24,5.0,24.0,11.0,04,844305.8574996478,Kitchen appliances
2012-11-25,6.0,25.0,11.0,04,1120103.3332003343,Kitchen appliances
2012-11-26,0.0,26.0,11.0,04,603422.0397596441,Kitchen appliances
2012-11-27,1.0,27.0,11.0,04,954937.359639627,Kitchen appliances
2012-11-28,2.0,28.0,11.0,04,1054983.7144999532,Kitchen appliances
2012-11-29,3.0,29.0,11.0,04,689496.4178196059,Kitchen appliances
2012-11-30,4.0,30.0,11.0,04,750806.7485396216,Kitchen appliances
2012-12-01,5.0,1.0,12.0,04,832230.2003996562,Kitchen appliances
2012-12-02,6.0,2.0,12.0,04,726534.8218996531,Kitchen appliances
2012-12-03,0.0,3.0,12.0,04,2174181.577759898,Kitchen appliances
2012-12-04,1.0,4.0,12.0,04,944399.8132395933,Kitchen appliances
2012-12-05,2.0,5.0,12.0,04,760539.5670795805,Kitchen appliances
2012-12-06,3.0,6.0,12.0,04,941061.5012995923,Kitchen appliances
2012-12-07,4.0,7.0,12.0,04,738942.5908596064,Kitchen appliances
2012-12-08,5.0,8.0,12.0,04,649788.342679656,Kitchen appliances
2012-12-09,6.0,9.0,12.0,04,951430.1318796305,Kitchen appliances
2012-12-10,0.0,10.0,12.0,04,1046882.0737596295,Kitchen appliances
2012-12-11,1.0,11.0,12.0,04,1117379.0809401453,Kitchen appliances
2012-12-12,2.0,12.0,12.0,04,1920491.347561142,Kitchen appliances
2012-12-13,3.0,13.0,12.0,04,1032293.2695196951,Kitchen appliances
2012-12-14,4.0,14.0,12.0,04,790941.4805995753,Kitchen appliances
2012-12-15,5.0,15.0,12.0,04,919427.3695596337,Kitchen appliances
2012-12-16,6.0,16.0,12.0,04,2231830.6527399914,Kitchen appliances
2012-12-17,0.0,17.0,12.0,04,910243.6052595496,Kitchen appliances
2012-12-18,1.0,18.0,12.0,04,738551.2599995999,Kitchen appliances
2012-12-19,2.0,19.0,12.0,04,887540.265939715,Kitchen appliances
2012-12-20,3.0,20.0,12.0,04,685805.0587996101,Kitchen appliances
2012-12-21,4.0,21.0,12.0,04,774520.3126995938,Kitchen appliances
2012-12-22,5.0,22.0,12.0,04,743360.0299598888,Kitchen appliances
2012-12-23,6.0,23.0,12.0,04,1223314.4772000068,Kitchen appliances
2012-12-24,0.0,24.0,12.0,04,463359.058919919,Kitchen appliances
2012-12-25,1.0,25.0,12.0,04,732526.6513399007,Kitchen appliances
2012-12-26,2.0,26.0,12.0,04,2060379.072219978,Kitchen appliances
2012-12-27,3.0,27.0,12.0,04,624625.3107799025,Kitchen appliances
2012-12-28,4.0,28.0,12.0,04,636721.6444399194,Kitchen appliances
2012-12-29,5.0,29.0,12.0,04,931547.652259858,Kitchen appliances
2012-12-30,6.0,30.0,12.0,04,739555.9847399073,Kitchen appliances
2012-12-31,0.0,31.0,12.0,04,319969.6037599173,Kitchen appliances
2013-01-01,1.0,1.0,1.0,04,2218647.328079933,Kitchen appliances
2013-01-02,2.0,2.0,1.0,04,695670.3385399116,Kitchen appliances
2013-01-03,3.0,3.0,1.0,04,738523.5221399154,Kitchen appliances
2013-01-04,4.0,4.0,1.0,04,627333.9185199208,Kitchen appliances
2013-01-05,5.0,5.0,1.0,04,648388.531779912,Kitchen appliances
2013-01-06,6.0,6.0,1.0,04,786327.9616799061,Kitchen appliances
2013-01-07,0.0,7.0,1.0,04,905470.0620598176,Kitchen appliances
2013-01-08,1.0,8.0,1.0,04,594883.7206599117,Kitchen appliances
2013-01-09,2.0,9.0,1.0,04,664777.5199999097,Kitchen appliances
2013-01-10,3.0,10.0,1.0,04,1582789.5117401192,Kitchen appliances
2013-01-11,4.0,11.0,1.0,04,714224.629399903,Kitchen appliances
2013-01-12,5.0,12.0,1.0,04,777746.0303799202,Kitchen appliances
2013-01-13,6.0,13.0,1.0,04,544048.9866399189,Kitchen appliances
2013-01-14,0.0,14.0,1.0,04,1312715.0579999597,Kitchen appliances
2013-01-15,1.0,15.0,1.0,04,893400.6352998987,Kitchen appliances
2013-01-16,2.0,16.0,1.0,04,638646.0062599138,Kitchen appliances
2013-01-17,3.0,17.0,1.0,04,2169599.480299899,Kitchen appliances
2013-01-18,4.0,18.0,1.0,04,693623.5895599072,Kitchen appliances
2013-01-19,5.0,19.0,1.0,04,908076.5479398858,Kitchen appliances
